,股票编号,predict_prob_scale_x,predictscale_x,predict_prob_scale_y,predictscale_y,score_logit,score_SVM,score
352,694,0.858221392600713,1,0.5926891869160378,1,101.0,102.0,203.0
353,697,0.33069664946768473,0,0.12792311036458245,0,1134.0,976.0,2110.0
354,699,0.21414423321587372,0,0.034928559358892934,0,1552.0,1763.0,3315.0
355,700,0.6694821509412641,1,0.44468899949539364,1,299.0,317.0,616.0
356,703,0.23491006967371628,0,0.039155622103244594,0,1491.0,1729.0,3220.0
357,704,0.5553498143267952,1,0.37521048585363176,1,512.0,446.0,958.0
358,705,0.23330350426719879,0,0.04975470666274624,0,1495.0,1619.0,3114.0
359,706,0.5552094482367604,1,0.17817992895036872,0,513.0,794.0,1307.0
360,708,0.3695839069766283,0,0.07273478146671157,0,991.0,1299.0,2290.0
361,709,0.10583576137305913,0,0.060570828122066496,0,1766.0,1474.0,3240.0
362,712,0.22745567335081263,0,0.06177718895386825,0,1513.0,1448.0,2961.0
363,716,0.3722943476770918,0,0.05276594870370276,0,983.0,1584.0,2567.0
364,717,0.595077777280694,1,0.48229345612794056,1,429.0,263.0,692.0
365,721,0.42159762017819974,0,0.07366967726689629,0,824.0,1290.0,2114.0
366,724,0.9079052066984592,1,0.59489111978737,1,65.0,98.0,163.0
367,725,0.34156079557833074,0,0.046063163296005585,0,1103.0,1655.0,2758.0
368,726,0.13612179407230776,0,0.05957473970985917,0,1728.0,1498.0,3226.0
369,727,0.12142392597431159,0,0.06238938018261879,0,1750.0,1434.0,3184.0
370,730,0.2973263879071951,0,0.11546650887029086,0,1231.0,1024.0,2255.0
371,734,0.3900251213803626,0,0.1416593432634761,0,932.0,915.0,1847.0
372,737,0.28272782964612886,0,0.042236533871436714,0,1293.0,1690.0,2983.0
373,741,0.2860598631877669,0,0.043242034602505565,0,1275.0,1680.0,2955.0
374,744,0.516759656842904,1,0.07983772411402858,0,600.0,1248.0,1848.0
375,745,0.34208780659143695,0,0.0615648661360534,0,1100.0,1454.0,2554.0
376,746,0.28001502685877194,0,0.1068508020457701,0,1310.0,1075.0,2385.0
377,747,0.9274555301700946,1,0.5782015143475777,1,49.0,120.0,169.0
378,749,0.7256431989560792,1,0.4108523846508718,1,218.0,378.0,596.0
379,751,0.24197092885396673,0,0.09839592784367777,0,1464.0,1123.0,2587.0
380,758,0.2856726706424595,0,0.05785231008140591,0,1277.0,1516.0,2793.0
381,759,0.24945700589503134,0,0.03930235745204608,0,1431.0,1728.0,3159.0
382,760,0.22833863395162163,0,0.05899556566235244,0,1510.0,1506.0,3016.0
383,761,0.6179798357280234,1,0.26428792000662915,1,387.0,606.0,993.0
384,762,0.9994690649633167,1,0.34088131185028914,1,3.0,505.0,508.0
385,764,0.8338041016349991,1,0.5619416671184045,1,122.0,143.0,265.0
386,768,0.643816569659883,1,0.45856191082058956,1,341.0,298.0,639.0
387,769,0.8345515083205038,1,0.5730353205570003,1,120.0,122.0,242.0
388,770,0.6432600572115432,1,0.1822251326226218,0,344.0,785.0,1129.0
389,774,0.3004879260312345,0,0.2650347357359752,1,1221.0,602.0,1823.0
390,775,0.3695086529111534,0,0.13118167606403341,0,993.0,957.0,1950.0
391,779,0.5726364414530687,1,0.3779128516514774,1,472.0,439.0,911.0
392,780,0.36529250062531976,0,0.06114204854597525,0,1020.0,1465.0,2485.0
393,792,0.3932132225941031,0,0.11646053360441269,0,920.0,1018.0,1938.0
394,793,0.5584262348447598,1,0.42100930750081333,1,506.0,362.0,868.0
395,794,0.257775921243083,0,0.06190706306077906,0,1403.0,1444.0,2847.0
396,796,0.35913453157414166,0,0.15020350547164066,0,1042.0,882.0,1924.0
397,798,0.4952077001673181,0,0.09744722110404737,0,640.0,1140.0,1780.0
398,799,0.2626219899355785,0,0.050445967645837086,0,1379.0,1613.0,2992.0
399,800,0.3282590442875506,0,0.07242899822027642,0,1143.0,1303.0,2446.0
400,802,0.21318797127224268,0,0.0928560204183207,0,1557.0,1166.0,2723.0
401,803,0.31424803178875393,0,0.2792044626911161,1,1176.0,584.0,1760.0
402,805,0.3678539762484883,0,0.2081365554253285,0,1005.0,725.0,1730.0
403,808,0.39003637375687433,0,0.10983841153873056,0,931.0,1060.0,1991.0
404,809,0.56177838177557,1,0.5,1,494.0,237.0,731.0
405,810,0.3343761755203453,0,0.12278299622395895,0,1122.0,993.0,2115.0
406,818,0.2803775973198832,0,0.07248391211890896,0,1308.0,1302.0,2610.0
407,819,0.5405274514388047,1,0.18222114548157212,0,546.0,786.0,1332.0
408,820,0.913415996156336,1,0.5720170514102619,1,59.0,125.0,184.0
409,822,0.6293807303651668,1,0.5383826083656561,1,378.0,185.0,563.0
410,823,0.41236003541188554,0,0.19460367926241653,0,850.0,750.0,1600.0
411,825,0.6051871596829654,1,0.43281969882163457,1,404.0,339.0,743.0
412,826,0.5284098900508396,1,0.16681936257212615,0,576.0,826.0,1402.0
413,827,0.7088422956158501,1,0.3830109643549964,1,243.0,426.0,669.0
414,831,0.3042671759869173,0,0.05898341265805201,0,1208.0,1507.0,2715.0
415,833,0.37680857153619174,0,0.11960374990534164,0,967.0,1007.0,1974.0
416,834,0.2995586068343063,0,0.12477129484236307,0,1223.0,990.0,2213.0
417,836,0.45220511818068193,0,0.0579178090928319,0,740.0,1515.0,2255.0
418,839,0.4231407432591035,0,0.13922241533909233,0,816.0,925.0,1741.0
419,840,0.6050956658647669,1,0.227862153641709,0,406.0,679.0,1085.0
420,842,0.6010891252123056,1,0.42395631235473696,1,415.0,354.0,769.0
421,843,0.48616254381959506,0,0.2532999715772226,1,650.0,628.0,1278.0
422,847,0.4958481714604686,0,0.25093748009993316,1,637.0,633.0,1270.0
423,848,0.5361350696382636,1,0.6926051175242942,1,560.0,27.0,587.0
424,849,0.19388586214249873,0,0.06664124651706234,0,1607.0,1375.0,2982.0
425,851,0.466517550237637,0,0.2327918203274938,1,710.0,669.0,1379.0
426,852,0.4717280972047517,0,0.2120808505636698,0,692.0,711.0,1403.0
427,854,0.5635871186764915,1,0.3498385921503117,1,490.0,491.0,981.0
428,857,0.11926747357369097,0,0.06879093041824134,0,1752.0,1350.0,3102.0
429,858,0.5843365147888592,1,0.39696779253304704,1,453.0,404.0,857.0
430,860,0.7085649636881192,1,0.671575505581529,1,244.0,38.0,282.0
431,862,0.22279912324888343,0,0.10360403952995235,0,1523.0,1091.0,2614.0
432,863,0.38978430613107734,0,0.14278610492471044,0,933.0,906.0,1839.0
433,864,0.6007260721383992,1,0.30230509433303293,1,416.0,557.0,973.0
434,866,0.3478813737298779,0,0.15292826235405219,0,1081.0,870.0,1951.0
435,867,0.7063789610027958,1,0.3677464804228968,1,250.0,459.0,709.0
436,868,0.6429989293710752,1,0.11025164091692137,0,346.0,1055.0,1401.0
437,870,0.1958607316112355,0,0.0761667571672087,0,1601.0,1277.0,2878.0
438,871,0.1559359981363559,0,0.052096665852606805,0,1688.0,1595.0,3283.0
439,873,0.3687123307966658,0,0.06662749110656477,0,1000.0,1376.0,2376.0
440,874,0.6002048206079561,1,0.5154489411405533,1,418.0,215.0,633.0
441,875,0.465726082512878,0,0.1309086591385078,0,711.0,960.0,1671.0
442,876,0.9664651630099523,1,0.3370397745260026,1,21.0,511.0,532.0
443,878,0.16844360722872226,0,0.041074697942394274,0,1664.0,1709.0,3373.0
444,880,0.5125466670565776,1,0.4940723264098883,1,608.0,246.0,854.0
445,882,0.3426761061636396,0,0.148776679535851,0,1097.0,886.0,1983.0
446,889,0.5579145008909098,1,0.27408162287632054,1,508.0,591.0,1099.0
447,890,0.438597245299122,0,0.12519527725591895,0,770.0,989.0,1759.0
448,893,0.6701101310408795,1,0.6215608891199519,1,296.0,68.0,364.0
449,894,0.510550985545549,1,0.1346411232425028,0,609.0,946.0,1555.0
450,895,0.2199742980571576,0,0.09790441785582324,0,1536.0,1133.0,2669.0
451,896,0.6006034177071735,1,0.33304412654382387,1,417.0,518.0,935.0
452,899,0.22317892873790426,0,0.06891979626189342,0,1522.0,1346.0,2868.0
453,900,0.5384576541280983,1,0.30679009131296,1,551.0,550.0,1101.0
454,901,0.3812431720710373,0,0.11170721619828217,0,954.0,1048.0,2002.0
455,902,0.6953072826665605,1,0.398773112859592,1,265.0,397.0,662.0
456,903,0.24359680960031668,0,0.04827522044385359,0,1459.0,1637.0,3096.0
457,907,0.5336072881591787,1,0.5608049777392344,1,567.0,146.0,713.0
458,910,0.5416727213081294,1,0.252713034163562,1,544.0,631.0,1175.0
459,915,0.4077738582770018,0,0.22430540874933205,0,868.0,684.0,1552.0
460,917,0.08056992426138519,0,0.23671193912680413,1,1792.0,661.0,2453.0
461,919,0.4859910095067394,0,0.13292799284273368,0,651.0,950.0,1601.0
462,922,0.9580865875258748,1,0.642415014897746,1,30.0,57.0,87.0
463,923,0.6460084111551904,1,0.29921190972700346,1,336.0,562.0,898.0
464,924,0.4064384057849653,0,0.2537281174599483,1,877.0,627.0,1504.0
465,926,0.370278304232298,0,0.07545427546502756,0,990.0,1281.0,2271.0
466,927,0.15894039516113367,0,0.06157993668382098,0,1684.0,1453.0,3137.0
467,929,0.16169692646997796,0,0.049313966273199915,0,1677.0,1625.0,3302.0
468,931,0.5341151503111813,1,0.31426399048650805,1,566.0,542.0,1108.0
469,935,0.716856940881223,1,0.3862529219975992,1,230.0,421.0,651.0
470,936,0.5960270235838202,1,0.5726501194133976,1,426.0,123.0,549.0
471,940,0.30349022302408213,0,0.13217330896737167,0,1211.0,954.0,2165.0
472,941,0.5018730560650159,1,0.2584715155676473,1,629.0,617.0,1246.0
473,942,0.229342919100129,0,0.1295346133770688,0,1508.0,967.0,2475.0
474,945,0.5796044748174104,1,0.2227694442833601,0,458.0,686.0,1144.0
475,946,0.7438847181129773,1,0.5511915832879787,1,198.0,168.0,366.0
476,947,0.35544968709223634,0,0.16815889213593016,0,1051.0,820.0,1871.0
477,949,0.21779477251446272,0,0.0690882321114691,0,1542.0,1342.0,2884.0
478,950,0.2643343286300328,0,0.07319236303546338,0,1373.0,1294.0,2667.0
479,951,0.5566492525069139,1,0.20582355238823574,0,511.0,731.0,1242.0
480,952,0.5506882986737297,1,0.17404750987253942,0,522.0,806.0,1328.0
481,953,0.8059609555161448,1,0.5602432909840434,1,142.0,148.0,290.0
482,955,0.7014782806027885,1,0.48713534290078225,1,256.0,257.0,513.0
483,957,0.7537574862755154,1,0.5946236611368182,1,187.0,99.0,286.0
484,962,0.2539474024638676,0,0.061616378081265466,0,1418.0,1451.0,2869.0
485,963,0.7975460964945144,1,0.21358535889178198,0,152.0,706.0,858.0
486,964,0.3734681728247831,0,0.09425359577286074,0,980.0,1159.0,2139.0
487,967,0.37417207015023873,0,0.0655968768643054,0,976.0,1388.0,2364.0
488,970,0.18302420210820516,0,0.0655277841586327,0,1636.0,1389.0,3025.0
489,971,0.612839453453705,1,0.33747805878124,1,396.0,510.0,906.0
490,972,0.6590430291178703,1,0.3743661848579603,1,313.0,447.0,760.0
491,973,0.387729505304675,0,0.16467514688889215,0,940.0,829.0,1769.0
492,975,0.25818266264299383,0,0.07165231026407283,0,1397.0,1309.0,2706.0
493,979,0.2837223511247755,0,0.04490711087627987,0,1288.0,1664.0,2952.0
494,981,0.9446770629863405,1,0.4837813735447799,1,37.0,261.0,298.0
495,982,0.19365441931106495,0,0.07448031571511769,0,1608.0,1284.0,2892.0
496,983,0.373953591665158,0,0.044734112646988046,0,978.0,1666.0,2644.0
497,985,0.38945155283702587,0,0.11100577004923673,0,934.0,1052.0,1986.0
498,991,0.19722797641559164,0,0.0560225621901494,0,1596.0,1539.0,3135.0
499,997,0.30873953764360673,0,0.08164019857504871,0,1195.0,1238.0,2433.0
500,998,0.7223654652424931,1,0.7439051793448739,1,225.0,11.0,236.0
501,999,0.15954934379733615,0,0.052852377200926365,0,1683.0,1582.0,3265.0
502,1003,0.942324522551832,1,0.6088708127981158,1,39.0,83.0,122.0
503,1005,0.3102243982116712,0,0.07141401079405366,0,1190.0,1313.0,2503.0
504,1006,0.818334824887217,1,0.6164360142734054,1,130.0,73.0,203.0
505,1007,0.2960134787889126,0,0.060049383480361776,0,1234.0,1487.0,2721.0
506,1009,0.3256013974153428,0,0.04132202658829362,0,1147.0,1705.0,2852.0
507,1010,0.12225871211119373,0,0.05074762488012469,0,1748.0,1611.0,3359.0
508,1012,0.24703959849675158,0,0.03612069563011662,0,1445.0,1758.0,3203.0
509,1013,0.650243849666977,1,0.5,1,327.0,237.0,564.0
510,1015,0.3490549099708616,0,0.13249690464764538,0,1076.0,953.0,2029.0
511,1016,0.13368004815534487,0,0.08313802014756694,0,1730.0,1225.0,2955.0
512,1019,0.19701062874385372,0,0.1796387874358362,0,1597.0,792.0,2389.0
513,1020,0.30333548453273185,0,0.10347163268592856,0,1213.0,1092.0,2305.0
514,1023,0.393705117030061,0,0.0715848596377565,0,916.0,1311.0,2227.0
515,1026,0.5845575112240957,1,0.21576263868924195,0,452.0,699.0,1151.0
516,1027,0.2772213249609893,0,0.092860748511259,0,1322.0,1165.0,2487.0
517,1028,0.2298341102256482,0,0.14237394379688673,0,1506.0,909.0,2415.0
518,1030,0.1862307135040855,0,0.051455899012350675,0,1624.0,1604.0,3228.0
519,1031,0.19519044950829095,0,0.06846654580675096,0,1604.0,1353.0,2957.0
520,1033,0.9783960373521934,1,0.4218130173352428,1,16.0,358.0,374.0
521,1034,0.30262979656689143,0,0.0641230012274911,0,1216.0,1406.0,2622.0
522,1035,0.4247561181351906,0,0.1295736390495034,0,809.0,965.0,1774.0
523,1036,0.5623605610473098,1,0.25962867320342675,1,492.0,614.0,1106.0
524,1038,0.2265064105426778,0,0.04676084263985801,0,1517.0,1649.0,3166.0
525,1039,0.3911771180013509,0,0.19565530319027108,0,924.0,746.0,1670.0
526,1040,0.7054225600119648,1,0.5287526345844656,1,253.0,197.0,450.0
527,1041,0.3955731715440804,0,0.10153891854165412,0,909.0,1103.0,2012.0
528,1042,0.38600282497594757,0,0.14689602110423633,0,946.0,895.0,1841.0
529,1044,0.7514752695508868,1,0.6165434781987237,1,190.0,72.0,262.0
530,1047,0.42700173106362826,0,0.23333298754976606,1,797.0,666.0,1463.0
531,1049,0.18358130619054544,0,0.1376996086724898,0,1634.0,933.0,2567.0
532,1052,0.31381797548300866,0,0.037214471973162584,0,1177.0,1747.0,2924.0
533,1053,0.4407284174427411,0,0.27787756271886876,1,764.0,587.0,1351.0
534,1055,0.15534587552736845,0,0.06236185305954215,0,1691.0,1436.0,3127.0
535,1056,0.2003635310354303,0,0.04906166637296457,0,1585.0,1632.0,3217.0
536,1057,0.5784633451717401,1,0.06398354789265877,0,461.0,1412.0,1873.0
537,1060,0.4476265563658666,0,0.24710481665409822,1,744.0,644.0,1388.0
538,1066,0.6030334575567019,1,0.39648781381307446,1,411.0,405.0,816.0
539,1067,0.08994546583993497,0,0.07099948780801485,0,1790.0,1315.0,3105.0
540,1068,0.12365528743210896,0,0.061627176390219765,0,1744.0,1450.0,3194.0
541,1070,0.3169914783738653,0,0.09833633204533819,0,1170.0,1126.0,2296.0
542,1071,0.8423722043174956,1,0.6290581388557921,1,114.0,62.0,176.0
543,1072,0.45441523392522354,0,0.2092631522359327,0,733.0,720.0,1453.0
544,1075,0.48099593313365346,0,0.2060706642568793,0,664.0,729.0,1393.0
545,1076,0.2487002634725256,0,0.05232967344641919,0,1438.0,1592.0,3030.0
546,1077,0.3328299212382674,0,0.13481145376704223,0,1129.0,945.0,2074.0
547,1082,0.5649924673233575,1,0.16742131094889157,0,486.0,824.0,1310.0
548,1087,0.09966754659470604,0,0.06231889357362039,0,1777.0,1438.0,3215.0
549,1092,0.279769220720551,0,0.03595326695241758,0,1312.0,1759.0,3071.0
550,1093,0.31143704666013905,0,0.032514057118918555,0,1186.0,1772.0,2958.0
551,1094,0.27788973190139665,0,0.0685743809972776,0,1320.0,1352.0,2672.0
552,1095,0.20221761312830133,0,0.4549048827290111,1,1581.0,303.0,1884.0
553,1097,0.44399373363928923,0,0.2219628552337556,0,755.0,687.0,1442.0
554,1098,0.5380407235085534,1,0.31322910946551763,1,553.0,543.0,1096.0
555,1101,0.7659384382808879,1,0.35558285070365836,1,175.0,476.0,651.0
556,1102,0.1838767454959854,0,0.0812503401903385,0,1632.0,1241.0,2873.0
557,1105,0.47568558991124704,0,0.2539114242294142,1,679.0,626.0,1305.0
558,1110,0.05081868951416214,0,0.04995645386806672,0,1797.0,1615.0,3412.0
559,1111,0.33708463255466004,0,0.0690433196041145,0,1116.0,1343.0,2459.0
560,1113,0.40189641121323927,0,0.24668995572891886,1,894.0,647.0,1541.0
561,1116,0.4246912545533403,0,0.2411992684700241,1,810.0,652.0,1462.0
562,1117,0.991726896025411,1,0.30825857598459916,1,9.0,548.0,557.0
563,1118,0.3818728201165985,0,0.2483764183883746,1,952.0,642.0,1594.0
564,1120,0.5461021253549507,1,0.6582402837536778,1,539.0,46.0,585.0
565,1121,0.1714589026680989,0,0.030304908857647365,0,1656.0,1779.0,3435.0
566,1122,0.36667447584017243,0,0.59820919602459,1,1010.0,91.0,1101.0
567,1123,0.811498695740873,1,0.5,1,137.0,237.0,374.0
568,1124,0.6872413168392346,1,0.6460145193325121,1,275.0,53.0,328.0
569,1126,0.20783089610083866,0,0.049149111492533974,0,1568.0,1631.0,3199.0
570,1127,0.32026085010194094,0,0.03234342050695867,0,1162.0,1776.0,2938.0
571,1128,0.3341996581516913,0,0.3316784104364968,1,1123.0,519.0,1642.0
572,1130,0.7426711767761235,1,0.47727089881283175,1,200.0,276.0,476.0
573,1131,0.38816244426546503,0,0.08249380709631453,0,939.0,1233.0,2172.0
574,1132,0.2737118592274711,0,0.05460877513436113,0,1335.0,1557.0,2892.0
575,1133,0.31432138936781295,0,0.0692340418887644,0,1175.0,1338.0,2513.0
576,1134,0.359315638570815,0,0.1366734913651527,0,1041.0,941.0,1982.0
577,1136,0.9210355229769226,1,0.5877580953293731,1,54.0,105.0,159.0
578,1137,0.1387132186659724,0,0.16746953450222754,0,1717.0,823.0,2540.0
579,1139,0.2381372877562516,0,0.12058961834192798,0,1475.0,1004.0,2479.0
580,1142,0.6491997749397388,1,0.5,1,329.0,237.0,566.0
581,1145,0.3513514094531717,0,0.1722439286766881,0,1065.0,810.0,1875.0
582,1147,0.318379938393348,0,0.14194164579636828,0,1167.0,914.0,2081.0
583,1151,0.37480055240581855,0,0.07463999373647379,0,973.0,1283.0,2256.0
584,1153,0.5589877512157609,1,0.2616185010333719,1,503.0,610.0,1113.0
585,1154,0.35080293846258426,0,0.09793163498401586,0,1067.0,1132.0,2199.0
586,1155,0.3617842652174856,0,0.06149353548933696,0,1031.0,1458.0,2489.0
587,1156,0.6397293051190561,1,0.6282586750631928,1,352.0,63.0,415.0
588,1157,0.2807229071275163,0,0.058161152551188984,0,1306.0,1514.0,2820.0
589,1158,0.3721528687365319,0,0.14260214001567906,0,984.0,908.0,1892.0
590,1161,0.5344732030632567,1,0.3014488486649315,1,563.0,559.0,1122.0
591,1163,0.31261653074246476,0,0.17434590426237892,0,1183.0,805.0,1988.0
592,1164,0.27490093563714174,0,0.0965967017060424,0,1330.0,1143.0,2473.0
593,1165,0.1953901559515093,0,0.04436495044759342,0,1602.0,1669.0,3271.0
594,1166,0.7116974951232727,1,0.4127395179107418,1,237.0,374.0,611.0
595,1167,0.6768707193767304,1,0.4409409136019286,1,285.0,324.0,609.0
596,1169,0.47325918763230646,0,0.30574167588445456,1,688.0,552.0,1240.0
597,1170,0.17255646986680215,0,0.056068762268946096,0,1653.0,1538.0,3191.0
598,1171,0.0809498061434289,0,0.06669411541094974,0,1791.0,1374.0,3165.0
599,1172,0.1929124602634539,0,0.06902889196315805,0,1609.0,1344.0,2953.0
600,1173,0.3686223535013451,0,0.07390812867612061,0,1001.0,1288.0,2289.0
601,1176,0.6509042948704261,1,0.1960315253807079,0,326.0,745.0,1071.0
602,1178,0.5855857191695746,1,0.37381994384229816,1,447.0,451.0,898.0
603,1181,0.6788123840628415,1,0.6867468182864143,1,283.0,30.0,313.0
604,1182,0.3383058656471056,0,0.4087978623792568,1,1111.0,382.0,1493.0
605,1183,0.8037257002576085,1,0.6421450273132727,1,143.0,58.0,201.0
606,1184,0.06574721689482217,0,0.05887078827223924,0,1796.0,1508.0,3304.0
607,1185,0.6999042261892129,1,0.5248519014891118,1,259.0,201.0,460.0
608,1188,0.5208542660229669,1,0.1862306847749498,0,592.0,773.0,1365.0
609,1189,0.5187307773088152,1,0.0762623832398688,0,594.0,1276.0,1870.0
610,1190,0.2956039672846624,0,0.140510189336779,0,1236.0,921.0,2157.0
611,1191,0.4267717022081244,0,0.1847996555846285,0,800.0,777.0,1577.0
612,1193,0.42913387500570715,0,0.17751857059997317,0,794.0,796.0,1590.0
613,1195,0.2596452883938441,0,0.029792748502445125,0,1390.0,1781.0,3171.0
614,1198,0.6714654373996868,1,0.746035678481983,1,293.0,10.0,303.0
615,1199,0.30973509408052635,0,0.08482923554129468,0,1193.0,1215.0,2408.0
616,1200,0.9009790239209693,1,0.31613885483994403,1,68.0,540.0,608.0
617,1202,0.5177822007645225,1,0.11582679993584122,0,596.0,1022.0,1618.0
618,1204,0.19955241448705677,0,0.06182251686884497,0,1588.0,1445.0,3033.0
619,1210,0.3937824682336692,0,0.10495351852844202,0,915.0,1084.0,1999.0
620,1212,0.22233550578922298,0,0.06638900287918253,0,1526.0,1379.0,2905.0
621,1213,0.43601968198359153,0,0.2859424569111878,1,777.0,578.0,1355.0
622,1214,0.2965664127303576,0,0.17734324124003625,0,1233.0,798.0,2031.0
623,1216,0.5874190162327028,1,0.4476232520865003,1,445.0,314.0,759.0
624,1218,0.8031213181684297,1,0.5566433732009077,1,145.0,156.0,301.0
625,1219,0.33062418265092963,0,0.0772922195998216,0,1135.0,1264.0,2399.0
626,1220,0.7611922166492615,1,0.4119084971895111,1,177.0,376.0,553.0
627,1223,0.24381970431857658,0,0.03614740941333916,0,1457.0,1757.0,3214.0
628,1224,0.5548864324817313,1,0.2119698839359704,0,514.0,712.0,1226.0
629,1226,0.3499425995366864,0,0.0634519488483549,0,1072.0,1419.0,2491.0
630,1227,0.3417923482357697,0,0.2315087471886572,1,1101.0,670.0,1771.0
631,1228,0.22043578308411624,0,0.08834513284645328,0,1534.0,1189.0,2723.0
632,1230,0.2911180213051115,0,0.1161555300612199,0,1256.0,1021.0,2277.0
633,1231,0.6024905243623364,1,0.35259654051700734,1,413.0,485.0,898.0
634,1233,0.4318779335724412,0,0.1821427877389254,0,786.0,787.0,1573.0
635,1234,0.8481603726165272,1,0.6449338473827461,1,110.0,54.0,164.0
636,1235,0.5058885310828884,1,0.7181041554244221,1,621.0,19.0,640.0
637,1236,0.4335531110810131,0,0.18462695371606555,0,783.0,778.0,1561.0
638,1238,0.49901436740360655,0,0.3195750584276382,1,634.0,532.0,1166.0
639,1241,0.16996176296012047,0,0.051568094392697564,0,1659.0,1603.0,3262.0
640,1242,0.4577651699154728,0,0.14597937153268403,0,724.0,897.0,1621.0
641,1243,0.2655277881359454,0,0.05962801945863599,0,1366.0,1493.0,2859.0
642,1246,0.14677630381323045,0,0.039708504934816376,0,1708.0,1720.0,3428.0
643,1247,0.1145187899980064,0,0.05419069344023973,0,1755.0,1563.0,3318.0
644,1248,0.561319828838084,1,0.39822506367647387,1,495.0,400.0,895.0
645,1251,0.45534428333477417,0,0.2531256177418954,1,730.0,629.0,1359.0
646,1254,0.27320415286492644,0,0.05827307689160449,0,1337.0,1512.0,2849.0
647,1255,0.301076274846745,0,0.06101257771022328,0,1220.0,1466.0,2686.0
648,1257,0.2632258786380174,0,0.06279046307003316,0,1375.0,1428.0,2803.0
649,1260,0.996074850615102,1,0.4931250573534203,1,7.0,249.0,256.0
650,1263,0.35573815213029497,0,0.2119417432018336,0,1050.0,713.0,1763.0
651,1265,0.5145821890687231,1,0.20876959789799152,0,604.0,722.0,1326.0
652,1266,0.23276063155930327,0,0.06302434474139294,0,1498.0,1423.0,2921.0
653,1267,0.5812231917979576,1,0.45419630472998035,1,455.0,306.0,761.0
654,1268,0.2656193296626452,0,0.09036126531499564,0,1365.0,1176.0,2541.0
655,1269,0.3690723598360924,0,0.06035924946088724,0,996.0,1478.0,2474.0
656,1270,0.3018733960758559,0,0.2484658417600575,1,1218.0,641.0,1859.0
657,1272,0.09980049854267209,0,0.06303367731041347,0,1776.0,1422.0,3198.0
658,1273,0.1373567718428678,0,0.05096508723203952,0,1722.0,1609.0,3331.0
659,1274,0.7773888118748297,1,0.14722346670333178,0,163.0,892.0,1055.0
660,1275,0.267983764859567,0,0.06017712013608436,0,1353.0,1480.0,2833.0
661,1278,0.7448123746125475,1,0.3534182179879554,1,197.0,480.0,677.0
662,1280,0.5476793708564356,1,0.6225017165734994,1,532.0,67.0,599.0
663,1284,0.45800199774033323,0,0.34243495948136377,1,722.0,503.0,1225.0
664,1289,0.4745390977147821,0,0.30741153124172854,1,684.0,549.0,1233.0
665,1292,0.5162497680196589,1,0.32898063000469174,1,602.0,521.0,1123.0
666,1294,0.6741881661470494,1,0.3830023561553105,1,290.0,427.0,717.0
667,1296,0.20109167833811836,0,0.043663767652260724,0,1584.0,1674.0,3258.0
668,1299,0.26650980675634345,0,0.0349450618552655,0,1363.0,1762.0,3125.0
669,1300,0.10724943479703865,0,0.054522103391424805,0,1763.0,1559.0,3322.0
670,1302,0.29128615665662266,0,0.056419828094746424,0,1255.0,1532.0,2787.0
671,1303,0.25884439496218703,0,0.04278033499980283,0,1391.0,1685.0,3076.0
672,1304,0.4169006006639159,0,0.2564212899525519,1,837.0,619.0,1456.0
673,1307,0.2605971833757145,0,0.1750999671802706,0,1387.0,804.0,2191.0
674,1310,0.3864171855225401,0,0.07910176782508871,0,944.0,1252.0,2196.0
675,1311,0.30555286837632994,0,0.04153327250036901,0,1203.0,1702.0,2905.0
676,1313,0.5588843729783983,1,0.3115908739845665,1,504.0,545.0,1049.0
677,1315,0.4416007896381501,0,0.14213898296037492,0,758.0,911.0,1669.0
678,1317,0.8674096598878193,1,0.5539077633875176,1,92.0,160.0,252.0
679,1318,0.8737869259710888,1,0.3579256868695432,1,88.0,473.0,561.0
680,1319,0.30338667702183364,0,0.05624732793880863,0,1212.0,1535.0,2747.0
681,1320,0.4370703270111193,0,0.15875166688873277,0,772.0,845.0,1617.0
682,1323,0.32129101764392476,0,0.0396628102993569,0,1158.0,1722.0,2880.0
683,1324,0.5516678053947871,1,0.48640891159340566,1,521.0,258.0,779.0
684,1325,0.7284754589575253,1,0.41799460891457,1,216.0,366.0,582.0
685,1327,0.7056095464358098,1,0.44242035528200335,1,252.0,322.0,574.0
686,1329,0.267040384925913,0,0.06411608682238557,0,1360.0,1407.0,2767.0
687,1330,0.24236136599309008,0,0.041239142527049806,0,1461.0,1708.0,3169.0
688,1335,0.328668088595732,0,0.06236365937206638,0,1141.0,1435.0,2576.0
689,1336,0.40710699572606823,0,0.20317234766964468,0,874.0,736.0,1610.0
690,1337,0.3679665429287846,0,0.1100658978347688,0,1004.0,1057.0,2061.0
691,1339,0.31320274594461506,0,0.03819190791641781,0,1179.0,1739.0,2918.0
692,1340,0.7378810330077181,1,0.5525287060769463,1,206.0,165.0,371.0
693,1343,0.4021462448939835,0,0.13853809577714732,0,893.0,929.0,1822.0
694,1345,0.1667155736774661,0,0.0605345066646254,0,1666.0,1475.0,3141.0
695,1347,0.9520737421051118,1,0.2648735763925005,1,33.0,603.0,636.0
696,1348,0.8065924305273903,1,0.6201960872735636,1,141.0,70.0,211.0
697,1350,0.23021799789522032,0,0.053863020132487414,0,1504.0,1567.0,3071.0
698,1354,0.213522979769342,0,0.03380888887855378,0,1555.0,1769.0,3324.0
699,1355,0.4127863304188493,0,0.1554291051034826,0,848.0,860.0,1708.0
